job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,label
7396.0,business analyst,"US, NY, New York City",Operations,35-60,areaåê17åêis an interactive agency åêwe take an interdisciplinary approach ûó blending the practices of design technology and branding ûó to create modern interactive systems we care about the web and its future it has become a large part of our lives ûò entering our offices living rooms and even our pockets it is changing the way our world operates åêwe believe the web should be an extension of our daily lives not a distraction from it åêto this end our mission is to make the web a better place ûó for work and for life ûó by delivering solutions that are equally valuable sustainable and enriching areaåê17åêis located in new york city and paris france we are independently owned and creatively motivated learn more,area 17 is an interactive agency located in nyc and paris france we have satelite offices in argentina and london åêwe seek a business associate bookkeeper in nyc who has experience working at an interactive agency or similar environment åêin addition to an unflappable disposition impeccable communication style and a sense of humor qualified candidates must be able to gracefully execute multiple roles and activities across multiple offices the qualified candidate is both proactive and responsive able to work under pressure and deal with many different awesome personalities this is an associate level position with room for growth åêoverview reports to ûó partners financial controller director of productionlocation ûó onsite nyc williamsburg brooklyn salary ûó based on experience please include salary requirements full time ûó 40 hrs per week 9am 6pm 1 hour lunch accounts receivable duties manage client payment schedulesresponsible for all project invoicingcreate aging report and follow up on late paymentsresponsible for bank depositsaccounts payable dutiesmanage accounts payable process and purchase request approvalsresponsible for paying all company bills and contractor paymentsensure payments adhere to monthly budgetsresponsible for managing credit accountsbookkeeping and cash flow management dutiesmaintain company general ledger and serve as general bookkeepermaintain spreadsheets to forecast and manage company cash flowschedule payments and invoices ensuring optimal cash flowexpense report management dutiesmanage expense report process including pre approvals and complianceresponsible for employee expense report approvals and paymentsreconciliation of reimbursable expenses against project budgetsmaintain records of receipts for reimbursable expense invoicingproduction financial dutiesset up and close all client projects in regards to all financial mattersreview client contracts and maintain compliance including business insurancesupport director of production with project level profitability and reportingsupport director of production with hours inventory management and reportingadministrative dutiesorganize file and maintain all bills financial records and associated documentscollaborate with hr office manager as needed regarding financial and operational mattersonboard new employees and contractors in regards to all financial mattersperforms other miscellaneous duties as assigned or requested by managementupholding confidentiality of all business personnel and research matter,required skills 1 3 yearsåêbookkeeping financial supportåê or similar solid quickbooks bookkeeping and spreedsheet skillscomfortable with various types of account structuresprocess and detail oriented with expert organizational skillsself motivator dedicated and responsiblecomputer savvy macintosh experienceimpeccable communication skills written verbal strong face to face and telephone communication skills for clientsmust be able to think on their feet and adapt to different situation with ease strong problem solving ability desired skills an interest in and understanding of design and the internetuniversity degree preferred but not required,generous health and dental packagemetrocard program pre tax 50 co pay 12 vacation daysall bank holidaysclosed between christmas and new yearping pong,0.0,1.0,1.0,Full-time,Associate,Bachelor's Degree,Internet,Accounting/Auditing,0
2782.0,operations assistant,"GB, LND, London",CS and Ops,20000-22000,wedo is a collection of niched e commerce stores which aim to be the first destination for online shoppers buying in the various niches that we operate in due to our continued commitment to the best we are now looking for more people to join our lively team at a very exciting time as we continue to grow we re looking for incredibly passionate people who want to be part of something amazing åêwe ûªre looking for outgoing positive and driven individuals who want to make a difference where they work we can teach you a lot of what you need to know about the job what we can ûªt teach you is aptitude and attitude two of the most important aspects to succeeding at wedo if you ûªd like to work in an environment that feels friendly and welcoming professional highly interactive and ready to hear your ideas then read on,wedo is a collection of niched e commerce stores which aim to be the first destination for online shoppers buying in the various niches that we operate in due to our continued commitment to the best customer experience possible we are now looking for more customer service representatives to join our lively team at a very exciting time as we continue to grow we re looking for incredibly passionate people who want to be part of something amazing you ll need to be ambitious dedicated and want to get involved at creating an unparalleled experience for each and every customer we ûªre looking for outgoing positive and driven individual who want to make a difference we can teach you a lot of what you need to know about the job what we can ûªt teach you is aptitude and attitude two of the most important aspects to succeeding at wedo if you have some experience of working in an inventory control or purchasing role and would like to work in an environment that feels friendly and welcoming professional highly interactive and ready to hear your ideas then it makes sense to read on this role is working as part of the operations team who are responsible for the day to day ordering of products to satisfy customer orders consignment of customer orders onto selected carrier managing returns and collections of products from customers managing and chasing supplier ûªs and carrier ûªs for credits stock availability to analyse supplier stock reports and reflect stock accurately on the front end system to support ecommerce in managing the inventory stock levels to support customer services in managing customer issues,excellent excel skills pivot tables filtering sort and advanced formulae ûªs outstanding communication and administrative skillsstrong attention to detailability to work on your own initiativeexcellent computer and office skillsexcellent english skills written and verbal friendly and outgoing personalitylegal right to work in the uk,in return you will receive a salary of å 20 000 22 000 per annum,0.0,1.0,1.0,Full-time,Mid-Senior level,Unspecified,Internet,Other,0
1975.0,development manager,"US, CA, Woodland Hills",Haven Hills,52000-57000,envision consulting conducts retained searches foråênonprofitåêclientsåêseeking to expand and enhance their mission through talent acquisitions we specialize in providing solutions to not for profit organizations offering coaching planning and staffing tailored specifically for growth and impact åê because we understandåêthe nonprofit arena envision consulting is uniquely positioned to attract and engage passionate and experienced url_135acbfca77647cdc1c6411a737326862613a94ee0e7607ca7fbf82ed3de56e1 can learn more about envision consulting at url_89817e06eaa567855f835d96bceed4bd74a3ce6bf209bc589b2a9b2da5422608,haven hills inc haven hills provides safety and support to victims of domestic violence while working to break the cycle of abuse we offer shelter crisis intervention counseling advocacy and activities supporting increased economic opportunity to victims primarily in the san fernando valley of los angeles we endeavor to increase community awareness about domestic violence issues and bring about societal change through education and public policy advocacy over the past 36 years haven hills has assisted over 600 000 people helping them rebuild their lives and free themselves from the horrors of domestic violence learn more at url_b1791443c0cb2605f843c3729c8a1bb0247f36a15ce4a240ee48c993a57f59d1 position summaryinitiates and directs haven hill activities in the following areas of fund development åê marketing fundraising events individual donors corporate donors and special projects åê supervises grant writer and responsible for fund development in community dollars åê accountable to the executive director and a member of the haven hills executive management team works with board committees as assigned job responsibilitiesåêmarketing responsibilities newsletter åê initiates and responsible for the scheduling planning writing and production of haven hills electronic newsletters monthly web site åê responsible for haven hills ûª web site content including all updates and format changes public relations åê develop and execute the public relations plan åê identify ongoing messages for the public submit regular news releases to print and electronic media and develop relationships with media contacts increase visibility of haven hills in the community via speaker ûªs bureau and other marketing methods åê work with community relations and resource development committee to achieve public relations goals review approve and coordinate use of all written printed material for the public such as service program and volunteer brochures annual report event material public service announcements development appeals acknowledgements and web site materials review and approve all public presentations and events åêspecial event responsibilities initiate and coordinate all special events including annual fundraising event åê maintain event records support board fund raising efforts recruit and supervise event volunteers and act as director on day of event åê supply analysis of events individual foundation and corporate donor development develop and execute all direct mail appeals to meet goals coordinate with outside vendors as needed åê develop appropriate acknowledgement supply ongoing reports updates and analysis of results of appeals develop and initiate donor cultivation plan to increase major gift donations increase donations and partnerships with local corporations and foundationsmanage donor database åê establish protocols and quality controls to ensure accuracy of data base expand number of names in data base åêsupervise receptionist for support assistance in maintaining donor base information and assistance with appeals and thank your acknowledgement develop and execute formal donor recognition program for individual donors and corporate partners develop and implement a strategy to increase planned giving giftsother assist in training workshops and training for the board of directors and staff in the areas of fund raising and marketing other projects to be determined by the executive director and board of directors,minimum of ba in marketing or related field or equivalent experience three years experience coordinating marketing and or fund development responsibilities in non profit setting excellent communication skills written and verbal ability to lead and be part of a team detail oriented understanding of basic marketing strategies computer literate in database management internet search techniques and microsoft office excellent skills in development implementation and maintaining social media information on linkedin facebook ect åêmust have valid california driver ûªs license and automobile available for use during work hours must have and maintain minimum vehicle insurance required by law,full time exempt salaried position ranging from 52 000 57 000 commensurate with experience,0.0,1.0,1.0,Full-time,Mid-Senior level,Bachelor's Degree,Nonprofit Organization Management,Marketing,0
8812.0,van foreman driver class a,"US, IL, Peoria",Transportation,40000-50000,federal has been in business for over 100 years and is an original charter agent foråêallied van lines we believe our drivers are our best asset and offeråêadvancement opportunities federal is looking to hire individuals that want to develop a professional skill set and operate in an environment where excellence and safety are recognized åêour drivers averageåê10 years on the jobåêand are committed to their communities through service and volunteerism åê,driver career opportunities federal is now hiring class a drivers in all of our locations peoria waukegan champaign st louis we offer excellent pay benefits newer equipment and the necessary training to help you be successful in your career federal has been in business for over 100 years and is an original charter agent for allied van lines we believe our drivers are our best asset and offer advancement opportunities federal is looking to hire individuals that want to develop a professional skill set and operate in an environment where excellence and safety are recognized our drivers average 10 years on the job and are committed to their communities through service and volunteerism,job requirements û must be at least 21 years of age û must have a valid cdl û no dui within the last six years û no misdemeanor convictions within the last three years û no felony convictions within the last eight years û ability to successfully pass a drug test and a dot physical,all drivers receive federal companies benefit package including û training û late model equipment û mobility opportunity û career advancement û 401k retirement plan û profit sharing û paid holidays û paid vacations û health insurance plan û life insurance plan,0.0,1.0,0.0,Full-time,Not Applicable,Unspecified,Transportation/Trucking/Railroad,Other,0
6126.0,director of operations scm manufacturing,"US, WA, Bellingham",Operations,50000-70000,pos x is a rapidly growing point of sale hardware manufacturer located in bellingham wa åê the pos x environment consists of highly motivated yet easy going individuals who all have a common interest in the company s core values these include enjoying life work and each other communication being real pursuing excellence selflessness embracing change and getting work done åêany chosen candidate should be personable and able to adapt easily to a free flow environment where the sharing of ideas and knowledge is paramount åêåê,pos x is a rapidly growing point of sale hardware manufacturer located in bellingham wa åê the pos x environment consists of highly motivated yet easy going individuals who all have a common interest in the company s core values these include enjoying life work and each other communication being real pursuing excellence selflessness embracing change and getting work done any chosen candidate should be personable and able to adapt easily to a free flow environment where the sharing of ideas and knowledge is paramount åê åêwe are currently looking for a director of operations åêthe director of operations is responsible for the successful execution of an efficient supply chain including run rate and opportunity analysis order placement inventory valuation import export and general warehouse operations this individual must have a strong mathematics and finance background as well as a general understanding of efficient warehouse operations this position is ultimately responsible for ensuring product is in stock modified and shipped in alignment with the needs of the sales team while maintaining optimal levels of inventory and cash flow to meet the company ûªs financial needs in addition the director of operations must have a baseline level of understanding regarding lean or other warehouse operations and execute effective management of multiple employees core responsibilitiesoptimize inventory levels amp minimize backordersefficiently manage inventory levels to meet needs of the sales team including standard run rate businessnew opportunities amp rolloutsmanage inventory levels across multiple warehouses and distributorsminimize back orders via accurate forecasting and optimal logisticsaccount for individual vendor supplier production timelines shipping schedules national holidays and other logistical aspectsmaximize financial flexibility via effective scm operationswork closely with financial team to determine optimal levels for average inventory turnsmax inventory valueother relevant factors for financial healthpredict broad level future cash needs based on inventory value turns upcoming product launches sales growth projections and provided financial dataminimize scrapped and devalued inventoryobtain highest possible levels of credit and payments terms from suppliersexecute efficient production repair and warehousing procedureswork with warehouse management teams to effectively create and modify production repairs shipping receiving and general warehousing procedures to best utilize labor and optimize performancework closely and ensure optimal communication and performance with 3rd party logistics partners including distributors repair facilities freight forwarders etc misc responsibilitiesperform quarterly business reviews qbr to corporate team with results and projections for key performance indicators such as inventory turns cash flow projections in stock performance etc ensure day to day procedures produce accurate transfer for financial data to accounting departmentwrite offs devaluations work orders etc audit current relationships with 3rd party logistics partners on a regular basis to ensure they provide the highest level of performance and valuemanage accounts payable to vendor partners and ensure accurate on time paymentsparticipate in scheduled and ad hoc activitieskey performance indicators kpi average inventory turns qtrmax inventory value qtrbackorder days qtr sum of total units on backorder each day excluding rollouts scrapped devalued inventory qtrplus individual department manager ûªs kpi ûªs for efficiency regarding work orders repairs shipping etc,extensive mathematical and or financial backgroundexperience in supply chain managementexperience in manufacturing lean principles and operationsability to effectively lead and organize a team of individuals4 year degreemasters or mba preferred,50 70k doe and performance medical 401khealth vision and dental insurance401k w 4 matchinggrowth opportunities available,0.0,1.0,1.0,Full-time,Director,Bachelor's Degree,Computer Hardware,Supply Chain,0
2156.0,shipping receiving,"US, MN, Cottage Grove",Shipping,20000-23000,modern automotive performance is a growth oriented ecommerce and manufacturing company based out of cottage grove minnesota if automotive performance is your passion please check out our available positions and submit your application today,in this entry level position shipping amp receiving team members are primarily tasked with picking packing and labeling outbound shipments for both domestic and international customers additional responsibilities include checking in and allocating items from inbound shipments packaging private label products for resale inventory reconciliation and general cleaning and organization åê,we are looking for positive hard working individuals that perform well in an environment that can be physically demanding at times automotive background and or previous shipping experience is a plus desirable traitspositive attitudehard workingfast learnerdetail orienteddependable,health insurance after 90 days of employment paid time off after one year of employment product discountrestricted use of the facility,0.0,1.0,1.0,Full-time,Entry level,High School or equivalent,Automotive,Supply Chain,0
13199.0,system engineer network administrator,"US, TX, College Station",IT Services,30000-40000,at mclane intel we believe that everyone should love where they work åêwe understand that our ongoing success is attributed to our remarkable staff we are a company that promotes career growth ongoing learning and professional development for all of our employees we have a wide range of positions throughout the company and accept and support a broad array of applicants ûófrom recent graduates to seasoned professionals if you are willing to follow our company values enjoy learning new skills and plan to succeed in your career ûówe want you to apply here are a few things we offer thatåêothers often don ûªt autonomyåê ûòåêwe offer a management team that treats their employees with respect and values their input along with a team of skilled technicians that put their teammates above themselves mastery amp growthåê ûòåêwe promote from within and work each one of our technicians to help them get certifications and rise in the tiers experience purposeåê ûòåêwe have a mission and a culture that every employee is strongly invested in working towards because we hand picked people that love what they do it ûªs the difference between people in a row boat rowing as they see fit and people rowing the same direction benefitsåê ûòåêour benefits are some of the best around we have awesome health insurance and a great pto policy we have an awesome teammate bonus where employees nominate other employees weekly each full time employee has a monthly personal and team bonus with specific targets for performance soåêyou always know how you ûªre doing a bit more about what we do mclane intelligent solutions mis is fast growing and dynamic managed services provider located in bell county in central texas we provide a broad range of outsourced it including design installation support maintenance and consulting services to the smb market we have a rising need for smart talented hard working and capable team members who love challenges want to know they are making a difference every day and want to join a fast paced demanding and fun team of professionals,atåêmclane intelligent solutions we attribute our success to our remarkable staff åê we promote career growth ongoing learning and professional development for all of our employees åê we also offer a level of dedication to our employees that is second to none åêask yourself this are you passionate about working with computers åê do you enjoy helping your family and friends with their technical problems åê do you love learning and want to expand your it skills åê do you have experience with networks workstations and servers åêthen look no further we want you on our team åê this is your opportunity to work with other people who are passionate about technology in an atmosphere that promotes challenge and teamwork yet honors your life outside of work what do we do mclane intelligent solutions is a fast growing managed services provider msp located in central texas we provide a broad range of outsourced it services including design installation support maintenance and consulting to theåêsmall medium businessåêmarket åêwhy do you want to join us benefits we have great health insurance and paid time off we provide a weekly awesome teammate bonus where employees nominate other employees for exceptional work åêeach full time employee also has a monthly personal and team bonus with specific targets for performance so you always know how you ûªre doing growth we work with each technician to help them become certified and advance in their knowledge of the field we also promote from within because we believe in building our employees to be our future leaders extraordinary people and culture we pride ourselves on having great communication within our company each employee meets with their supervisor regularly to discuss their individual development and we have a company wide weekly meeting to go over our company ûªs progress values ûò our company has five values that drive how we do business integrity service above self work with rigor at work authentic conversation and enjoy and be a joy due to growth we have the following positions on our available inåêcollege station bryan tx system engineer network administratoråê 35k 45k doe,experience in providing customer service on site and remote on a technical level to an end user clientexperience with lan wan network technologies i e installation of routers switches and network client software hands on technical pc support and service experience desktop and laptop hardware and software troubleshooting installation configuration and upgradesexperience with desktop operating systems and application software products in a windows environment excellent oral written communication skills emphasis on technical communication in a business environment åê must be fluent in the english language valid driver ûªs license good driving record and reliable transportationcandidate must have ability to pass an extensive background check and drug screen preferredåê but not required associate ûªs degree in computer science or similar discipline and minimum of 2 years ûª experience åê education can be replaced with years of experience certifications such as a network mta etc are a plus but not required tcp ip dns dhcp and cisco firewalls and switchesterminal services a plusms server experience a plusphysical requirements ability bend crouch crawlåêability to lift up to 75 lbs åêability to use phone and phone headsetåêability to type using a keyboard and mous,all qualified mclane intelligent solutions employees receive paid vacationamazing health dental vision and prescription insuranceåêshort term and long term disability benefitsåê401kåêflexible spending accountsåêcompany provided life insuranceand much more come explore what life in central texas is all about in a family friendly community and company mclane intelligent solutions is an equal opportunity employer åê we consider applicants for all positions without regard to race color religion gender national origin age marital status sexual identification or veteran status the presence of a non job related medical condition or handicap or any other legally protected status,0.0,1.0,1.0,Full-time,Associate,Associate Degree,Information Technology and Services,Information Technology,0
1383.0,van foreman driver class a,"US, IL, East Peoria",Transportation,40000-50000,federal has been in business for over 100 years and is an original charter agent foråêallied van lines we believe our drivers are our best asset and offeråêadvancement opportunities federal is looking to hire individuals that want to develop a professional skill set and operate in an environment where excellence and safety are recognized åêour drivers averageåê10 years on the jobåêand are committed to their communities through service and volunteerism åê,driver career opportunities federal is now hiring class a and class b drivers in all of our locations peoria waukegan champaign st louis we offer excellent pay benefits newer equipment and the necessary training to help you be successful in your career federal has been in business for over 100 years and is an original charter agent for allied van lines we believe our drivers are our best asset and offer advancement opportunities federal is looking to hire individuals that want to develop a professional skill set and operate in an environment where excellence and safety are recognized our drivers average 10 years on the job and are committed to their communities through service and volunteerism,job requirements û must be at least 21 years of age û must have a valid cdl û no dui within the last six years û no misdemeanor convictions within the last three years û no felony convictions within the last eight years û ability to successfully pass a drug test and a dot physical,all drivers receive federal companies benefit package including û training û late model equipment û mobility opportunity û career advancement û 401k retirement plan û profit sharing û paid holidays û paid vacations û health insurance plan û life insurance planas one of the largest movers in the state of illinois federal can provide many opportunities to you as a driver send us a resume or give us a call and let us get your career moving forward,0.0,1.0,0.0,Full-time,Not Applicable,High School or equivalent,Transportation/Trucking/Railroad,Other,0
1035.0,customer care team member,"GR, E, Volos",Customer Care,9000-12000,incrediblue is busting the myth that boating is only for the rich and famous by enabling any traveller to book an amazing holiday on a boat as it happened in lodging and in transportation incrediblue is changing the travel industry again by introducing a whole new travel category boating boating is the ultimate vacation with all the comforts of being at home while you are exploring new destinations we are an innovation driven committed and fun to be around team where every contribution no matter how little or big counts so if you re a passionate professional with solid experience who wants to work in a world class internet company you are in the right place as with all incrediblue team members we ûªre looking for someone who takes pride in their entrepreneurial spirit discipline proactivity guerilla mindset and great teamwork skills that ûªs us,incrediblue is changing the way people experience holidays by enabling aspiring and experienced boaters to book unique boats directly from their owners by integrating the 3 key industries of internet travel amp nautical tourism we are busting the myth that boating is only for the rich and famous we ûªre an innovation driven committed and fun to be around team where every contribution no matter how little or big counts with growth comes great responsibility so we are looking for skilled and excited professionals to join our team as with all incrediblue team members we ûªre looking for someone who takes pride in their entrepreneurial spirit discipline proactivity guerilla mindset and great teamwork skills that ûªs us we are looking for a customer oriented service representative to act as a liaison provide services information and resolve any emerging problems that our clients might face with accuracy and efficiency the target is to ensure excellent service standards and maintain high customer satisfactionåêvia phone and email we have two customer segmentsåê boat owners and travellers and depending on your performance you will focus on one of the two your daily tasks will require that you åêanswer incoming phone calls and reply to emailsåêidentify and assess customers ûª needs to achieve satisfactionprovide info amp general support to website visitorskeep records of customer interactions process customer accounts and file weekly monthly reportsfollow communication procedures guidelines and policiesfollow quality assurance guidelinestake the extra mile to serve customers,must have åê2 years of customer support experiencestrong phone contact handling skills and active listening english greek ability to multi task prioritize and manage time effectivelycustomer orientation and ability to adapt respond to different types of characterswill be a plus familiarity with crm systems and practicesuniversity degreesailing boating experienceother foreign languages,competitive salary depending on skills and experienceprivate health insurancelunch amp caffeine is on the houseare you excited by the opportunity of becoming part of a young ambitious and entrepreneurial team who is innovating 3 industries at the same time would you like to be an early employee of a well funded tech startup with incredible dynamics if yes apply now for the position of customer care team member here,0.0,1.0,1.0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Customer Service,0
4213.0,inside sales executive,"US, DC, Washington",Sales,45000-50000,visahq hires a diverse and internationally minded staff of professional and reliable employees who are dedicated to breaking through the many bureaucratic barriers imposed on international travelers they know their way past these hurdles not only from professional training programs and effective management but through a wealth of personal and shared experience in short the company and its dependents hold themselves to the highest standards of professionalism dedication and respect,inside sales executives in visahq s corporate group work in an exciting fast paced culture surrounded by talented motivated and intellectual colleagues who thrive on helping corporations non profit groups and government organizations reach any location in the world as a part of our fastest growing division inside sales representatives embrace the opportunity to drive results in an area that significantly impacts our growth and bottom line the primary responsibility of this role is to in collaboration with outside sales representatives engage with travel and administrative departments at enterprises in the greater washington d c area in order to generate new business revenues for visahq inside sales executives are expected to respond to incoming requests and canvas their assigned area via telephone and electronic mail identifying key individuals and markedly increasing our pipeline ideally you will have a background in high intensity corporate business to business b2b inside sales perhaps selling telecommunications services at amp t sprint t mobile or subscription services for research companies or payroll processing companies ceb yankee forester adp this is a collaborative position where you work in a close partnership with assigned outside sales representatives åê you will be measured and compensated on par with our outside sales representatives åê we will value your ability to assist and drive our outside sales executives and you will function as a back stop for our outside sales executives and should expect to from time to time engage in face to face meetings with our prospects and customers this role has significant on target earnings potential åê accordingly we expect you to be a star performer to be strongly motivated by the challenge in the job and to be excited about working as a peer to our outside sales executives key responsibilities collaborate with one or more assigned outside sales representatives in their sales processhelp the assigned outside sales representatives meet their revenue goals by locating qualified prospects and responding to incoming queriescreate lead generation campaigns and utilize virtual sales techniques cold calling e mailing etc to prospect and build new businesssupport and drive our outside sales representatives to the highest level of performancegather business intelligence to identify and qualify new sales opportunitiesarticulate business model and value proposition to prospective customersassist in product development efforts helping us enhance our offering and maximizing our revenues from new and existing customers,minimum two years of inside sales experience preferably in a b2b environmentexcellent written and oral communication skillsexceptional ability to establish credibility via electronic mail and the telephoneability to position our offerings understand our unique selling points and overcoming objectionsåêability to function as a backstop for our outside sales representativesability to work out of our corporate office in falls church,ote 100k plusan opportunity to carve out a new niche for recognized leader in travel visa processing industrystrong products that appeal to corporationspent up demand and limited and weak competition spells opportunity for rapid winsstrong on boarding and sustained support allows you to build a foundation for successcompetitive base salary plus best in class uncapped commission that allows for exceptional on target earningssignificant amount of opportunity for career trajectoryvariety of incentive campaigns that recognize top performers for their achievementsabout visahqvisahq is the undisputed leader in the retail b2c segment of the visa processing services industry we are currently working to achieve a dominating position in the b2b segment and have had strong uptake to date åêwe are privately owned nimble and technology savvy we pioneered the shift to online visa application processing and we have a sustainable competitive edge that is widening every day åêwe have 8 offices across the united states and canada as well as a number of international offices åêwe have been ranked as an inc 5 000 fastest growing company three times in a row including a top 20 ranking in the travel industry and a number 1 position in the d c metro area we are on the move join us,0.0,1.0,0.0,Full-time,Associate,Bachelor's Degree,"Leisure, Travel & Tourism",Sales,0
2751.0,administrative assistant,"US, TX, Dallas",Administrative,20000-30000,azco inc is an employee owned full service industrial constructor and pipe and metal fabricator capable of self performing a wide range of general construction and mechanical url_17774ea44a611357f656e750e79888644d566fc81dc57eb6cf4e50e8db3f87e6 in menasha wi azco performs its work throughout the united states serving the power generation refinery and petrochemical food and beverage general manufacturing and pulp and paper url_dc0d71b0e11b54d6a7a262fe762878af4bb5e235334b3cfb42ba93f9e0c3d3a2 inc started business in 1949 with four individuals who identified a need for quality mechanical contractors in the fox valley initially serving the pulp and paper industry the region is known url_f0bd35cbc474c4fdbe7e7dc171685fd49cf603e6d3a04cd709a8f12c0ac214ac azco inc employs over one hundred individuals in the fox valley working with over 500 union craftsmen nationwide azco inc provides heavy industrial construction and fabrication services to the national marketplace with projects most recently completed in new york åênew hampshire wisconsin minnesota the dakotas missouri coloradoåêand california,we are currently åêlooking for someoneåê responsible energetic trustworthy and motivated to learn the industry you will be required to handle a wide variety of tasks so the ability to multitask and follow up is a must this is a support function a very important one one of the most important functions in a business is supporting and facilitating the smooth flow of operations if you believe your experience matches our requirements good for you,minimum of one year administrative assistant experience requiredword and excel knowledge requiredgood on phone not afraid to make calls organized and prompt ability to take initiative problem solve and multi taskanswer and direct all incoming phone calls provide assistance when possible,health dental amp vision benefits after 6 months of employment vacation pay after a year of employment,0.0,1.0,0.0,Contract,Entry level,Bachelor's Degree,Construction,Administrative,1
2346.0,marketing manager,"GB, LND, ",Marketing,45000-50000,stack exchange is a fast growing network of over 100 question and answer sites on diverse topics from computer programming to photography and gaming our primary q amp a site is stack overflow the world s largest online community of computer programmers åêstack over ââow hosts a hiring platform stack overflow careers which helps users connect with top employers all around the world to â nd new programming opportunities why work here simple we ûªre a group of people who are trying to make the internet a better place we are building an incredible team and we work hard to make sure every new hire is the best fit possible you should work in the best environment with the smartest people doing challenging and different things everyday you ll be happiest if you receive stock options free lunches and top notch benefits so we ll give you those things too in fact we ll give youåêwhatever you needåêto get your job done,we are stack exchange a network of over 115 q amp a sites each dedicated to serving experts in aåêspecific field åêour primary q amp a site is stack overflow the world s largest online community of softwareåêprofessionals we are looking for an exceptional marketing manager to join our stack overflowåêcareers team in london uk at stack overflow careers we are dedicated to making hiring programmers simple we work withåêgreat companies to help them connect with the millions of developers who visit stack overflowåêevery month as marketing manager for stack overflow careers you ûªll be responsible for managing and executing marketing campaigns in email events web pr and social media for the emea market åêthe marketing manager will form strategic partnerships discover new marketing avenues and spearhead events and sponsorships to increase brand awareness he or she will report to the director of marketing to support revenue goals and will work from our office in london responsibilitiesto be responsible for developing and maintaining marketing strategies targeting emea to meet agreed company objectivesto manage the entire product line life cycle from strategic planning to tactical activitiesbudget management to deliver all marketing activity within the agreed budgetto oversees all marketing advertising and promotional staff and activities including internal and external communication advertising pr event logistics and all other marketing activitiescreate and execute email and drip campaigns working closely with the inbound marketing manager to receive campaign performance analysis and provide inbound leads from marketing campaignsto develop and implement the company wide plan to push product working with all departments for its executionto manage all aspects of print production receipt and distributionanalyse local events and other opportunities worth attending and advising on other local strategies for emeamanage and improve lead generation campaigns measuring resultsidentify specific content needs for each market and edit existing content where needed to ensure consistent local messagingåêplay a key role in helping sales reps develop their pitch to match deliver these messaging points that are specific to each market prepare online and print marketing campaigns and activitiesplan supervise execute and attend events in europe and make sure kpi ûªs and goals are followedto achieve frequent timely and positive media coverage across all available media in particular within the tech and or recruiting industry,bachelor ûªs or master ûªs degree in marketing5 years of b2b marketing experience in a similar industryåêexcellent written and verbal english communications skillsfamiliarity and skill with the tools of the trade in marketing including pr written communication such as press releases and marketing material initiate and implement market research and microsoft software suite of productsextensive experience of developing maintaining and delivering on marketing strategies to meet company objectivesstrong analytical skills and understanding of customer and market dynamics and requirementsknowledge of user acquisition and lead generationdemonstrated ability to increase productivity and continuously improve methods approaches and departmental contribution commitment to continuous learninga proven ability to oversee all marketing promotional and advertising activitiessalesforce mailchimp and google analytics experience desirableåêstrong project management skills with demonstrated ability to multitask and set priorities within tight deadlinesknowledge of the tech and or recruiting industry desirable but not essentialwillingness to travel and work in a global team of professionals,competitive base salary25 days annual leavestock option planpriavet healthcaredental covergreat start up office including a professional barista espresso machine table tennis table lunch area etc gym membership reimbursement up to å 100 per month free catered lunch daily,0.0,1.0,0.0,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Marketing,0
6089.0,c net framework,"PH, 00, Mandaluyong City",Information Technology,20000-50000,collabera is a fast growing end to end information technology services and solutions provider working with leading global 2000 organizations from the banking amp financial services telecommunications amp media technology energy amp utilities and manufacturing amp retail domains collabera delivers highly responsive and innovative solutions that help clients align their it strategy with business goals to address the most important it needs through a combination of consulting solutions proprietary methodologies assets based services and a collaborative engagement model collabera employs over 8000 professionals across more than 25 offices and 4 world class delivery centers in the u s uk india singapore and philippines we deliver a full portfolio of services that include consulting application development amp management independent testing services enterprise software solutions product engineering services business intelligence amp data warehousing mobile and wireless infrastructure management as well as professional services,job title c net framework location mandaluyong city years of experience at least 2 years job description û c net skills û mvc framework û sql server 2005requirements û experience in software configuration management sql profiler a plus db administration a plus mobile development a plus android ios windows,job title c net framework location mandaluyong city years of experience at least 2 years job description û c net skills û mvc framework û sql server 2005requirements û experience in software configuration management sql profiler a plus db administration a plus mobile development a plus android ios windows,collabera is a fast growing end to end information technology services and solutions provider working with leading global 2000 organizations from the banking amp financial services telecommunications amp media technology energy amp utilities and manufacturing amp retail domains collabera delivers highly responsive and innovative solutions that help clients align their it strategy with business goals to address the most important it needs through a combination of consulting solutions proprietary methodologies assets based services and a collaborative engagement model collabera employs over 8000 professionals across more than 25 offices and 4 world class delivery centers in the u s uk india singapore and philippines we deliver a full portfolio of services that include consulting application development amp management independent testing services enterprise software solutions product engineering services business intelligence amp data warehousing mobile and wireless infrastructure management as well as professional services,0.0,1.0,0.0,Contract,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0
